time,hbcount
0,3
1,5
2,4
3,2
4,6
5,2
6,4
7,1
8,0
9,0
10,0
11,1
12,1
13,3
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,2
29,0
30,0
31,1
32,1
33,2
34,2
35,2
36,1
37,1
38,0
39,0
40,0
41,1
42,2
43,0
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,2
52,1
53,2
54,1
55,1
56,0
57,1
58,1
59,1
60,0
61,2
62,2
63,1
64,2
65,2
66,1
67,1
68,1
69,2
70,0
71,0
72,2
73,2
74,2
75,2
76,2
77,2
78,1
79,0
80,3
81,1
82,1
83,4
84,4
85,2
86,2
87,3
88,2
89,1
90,1
91,2
92,1
93,1
94,2
95,3
96,1
97,3
98,2
99,1
100,1
101,3
102,3
103,0
104,2
105,0
106,2
107,0
108,0
109,0
110,2
111,2
112,1
113,0
114,2
115,1
116,1
117,1
118,0
119,0
120,0
121,0
122,2
123,2
124,1
125,1
126,2
127,0
128,0
129,0
130,1
131,1
132,3
133,2
134,2
135,2
136,3
137,3
138,4
139,2
140,4
141,3
142,1
143,1
144,4
145,3
146,4
147,3
148,1
149,1
150,1
151,1
152,2
153,0
154,0
155,0
156,1
157,0
158,2
159,0
160,0
161,1
162,0
163,1
164,0
165,1
166,2
167,3
168,2
169,0
170,2
171,2
172,4
173,1
174,2
175,1
176,0
177,1
178,1
179,3
180,0
181,0
182,0
183,2
184,1
185,2
186,0
187,2
188,1
189,1
190,1
191,0
192,0
193,0
194,2
195,2
196,0
197,0
198,1
199,1
200,1
201,2
202,1
203,1
204,2
205,1
206,2
207,2
208,1
209,2
210,0
211,1
212,1
213,1
214,3
215,3
216,1
217,2
218,2
219,5
220,3
221,4
222,3
223,5
224,5
225,5
226,6
227,6
228,5
229,5
230,8
231,8
232,6
233,5
234,5
235,5
236,3
237,4
238,5
239,3
240,4
241,4
242,3
243,5
244,3
245,5
246,6
247,4
248,6
249,4
250,7
251,6
252,9
253,5
254,11
255,7
256,10
257,10
258,5
259,8
260,8
261,9
262,6
263,10
264,7
265,6
266,12
267,11
268,9
269,7
270,13
271,7
272,12
273,7
274,2
275,9
276,13
277,3
278,2
279,5
280,3
281,3
282,17
283,7
284,10
285,8
286,8
287,7
288,8
289,10
290,7
291,8
292,4
293,8
294,4
295,10
296,10
297,7
298,3
299,4
300,7
301,10
302,6
303,5
304,5
305,0
306,6
307,5
308,4
309,1
310,3
311,2
312,4
313,1
314,3
315,5
316,3
317,1
318,5
319,2
320,3
321,1
322,6
323,6
324,6
325,4
326,6
327,4
328,6
329,3
330,6
331,5
332,5
333,4
334,5
335,4
336,2
337,5
338,8
339,7
340,9
341,8
342,7
343,7
344,7
345,5
346,2
347,3
348,3
349,5
350,3
351,2
352,2
353,3
354,2
355,0
356,1
357,4
358,0
359,3
360,5
361,5
362,6
363,4
364,4
365,2
366,8
367,8
368,7
369,6
370,4
371,4
372,3
373,0
374,0
375,0
376,1
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,1
412,1
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,1
421,0
422,1
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,1
433,0
434,1
435,0
436,0
437,1
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,1
468,0
469,0
470,0
471,0
472,2
473,0
474,0
475,0
476,0
477,1
478,1
479,0
480,0
481,0
482,1
483,0
484,0
485,0
486,1
487,0
488,0
489,0
490,1
491,0
492,0
493,0
494,1
495,0
496,0
497,1
498,2
499,1
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,1
510,0
511,1
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,1
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,1
550,0
551,0
552,0
553,0
554,0
555,1
556,0
557,1
558,0
559,0
560,5
561,3
562,0
563,0
564,0
565,0
566,0
567,2
568,0
569,1
570,2
571,1
572,0
573,1
574,1
575,0
576,1
577,0
578,0
579,0
580,0
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,1
594,0
595,0
596,2
597,2
598,0
599,2
600,1
601,2
602,0
603,1
604,2
605,2
606,0
607,3
608,1
609,1
610,2
611,0
612,1
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,1
621,0
622,0
623,0
624,0
625,2
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
